,ad_creative_body,count
269,Joe Biden has spent his whole life working on the things that matter.,653
270,"Show up and vote. You will determine the outcome of this election.

Go to iwillvote.com to make your plan to vote early today.",653
271,"A lot of pundits are in denial. They think this is going to be some sort of blowout. I’m here to tell you it’s not. It’s going to be very close, probably down to just a couple of points. Just look at some of these new polls:

Michigan: Trump 47, Biden 46 (-1)
Arizona: Trump 48, Biden 44 (-4)
Florida: Trump 48, Biden 46 (-2)

We need your financial support more than ever before. Please make a $25 contribution, or more if you can. Every dollar drives up our votes so we can beat Trump and the GOP nationwide. Thank you for all your help. God bless.",653
272,"Folks, this is our LAST CHANCE to reach voters who are making their choice on Election Day. With so much at stake, we cannot get complacent. Nothing is guaranteed until every single vote is counted. 

We need your help to reach undecided voters who will choose on Election Day, in that polling booth. Can you rush a $5 donation to help us get last-minute information to voters? Your contribution will support Joe, Kamala, and Democrats across the country.",653
273,"This is unacceptable. Military-style assault weapons and high-capacity magazines have absolutely no place in our schools or communities. Period. I’ve defeated the NRA before to ban these weapons of war in our country, and I won’t stop until I’ve banned them again as president. 

Right now, I need to know if you’re standing with me in this fight to keep our loved ones safe from gun violence – but we’re still 112 signatures short of our 25,000-response goal, and I don’t see your response. Let me know before midnight: Do you support banning assault weapons and high-capacity magazines?",651
274,"""In times as polarized as these, your vote doesn't just matter. It matters more than ever before.""  Vote now. Vote early. Visit the LINK BELOW to check your registration status. #PullUpAndVote",647
275,"The future of the Senate and Supreme Court depend on who votes in this election.

We urgently need to hear from 1,862 more Democrats in your area – but we’re missing your response to this time-sensitive poll. Please take a moment to share your response before the poll closes at 11:59 p.m.: Will you vote this year?",645
276,Trust dogs. Vote Biden.,643
277,"We’re working around the clock in these last few moments of the election to follow up with voters and make sure their ballots are counted. 

Can you help fund our efforts? We need your help to make sure Joe, Kamala, and Democrats win in a landslide across the country.",642
278,We can do big things together. Just like they did.,642
279,"The truth is, seniors are still dying disproportionately from COVID-19. And Donald Trump’s failure to control the virus is to blame. #TruthOverLies",641
280,¡Puede votar HOY! No espere otro día para mandar su boleta por Joe Biden. Encuentre su centro de votación más cercano.,641
281,"At a time when Donald Trump is fanning the flames of white supremacy and hatred in our country, the stakes in this election couldn't be higher. We have to make him a one-term president, but we can't win a fight this big without you. Joe wants to hear from another 74 supporters before midnight tonight, and we're counting on you to be one of them. If you're ready to defeat Donald Trump, let us know now:",634
282,"By voting this November, the American people can set us on a better path, instead of another four years of Trump's lies.",630
283,"In his first year in office, Donald Trump paid $750 in income taxes. That's less than teachers, nurses and firefighters all across America paid that same year. That's wrong. And it's about time people like Donald Trump started paying their fair share.",630
284,Joe Biden’s tax plan will help Florida businesses thrive and put more money in your pocket.,630
285,"Joe Biden’s tax plan means lower taxes for the middle class, tax credits for small businesses, and more retirement money for you.",630
286,"Sorry to interrupt your scrolling, but it’s important you see this:

Kamala Harris’ birthday is just around the corner, and we want to make sure she has the biggest birthday ever ahead of this historic election – but we’re 1,615 signatures short and your name is missing! Before midnight: Sign the card to wish Kamala Harris a happy birthday!",629
287,"Are you voting on Election Day? Are your family members? Are your friends and neighbors?

There’s been a huge surge in mail-in and early voting, but the truth is a lot of us will need to vote in person on Election Day. 

Will you chip in to help us reach voters who are making up their minds RIGHT NOW, in the final stretch? Every dollar you contribute will go to electing Joe, Kamala, and Democrats across the country.",628
288,The fact is – I’ve got a plan to provide more Americans with affordable health care. Trump doesn’t. It’s that simple. And you can learn more here.,627
289,Kamala and I need your help. Can you answer two quick questions?,626
290,"ACTION NEEDED: Sign up for your ballot today!

Sign up for your ballot early for the upcoming election. Click below and take just a couple minutes to request your ballot. Don’t wait!",626
291,"“We cannot afford to withhold our votes, or waste them on a protest candidate.”  #ad",626
292,"We have to stop Donald Trump and the Republicans. The best thing you can do right now to make that happen is donate to help us hit our $250,000 goal before midnight:",624
293,"I’ll be honest: the outcome of this election may very well come down to undecided swing voters. It’s critical that our message reaches as many of these voters as possible in the final days of the election. 

Yard signs are a crucial tool for showing our support among swing voters in battleground states. The more signs we send, the more voters we reach. We need to spread as many of these across the nation as possible, but we need the funds to cover our costs. Can you chip in right now so we can spread our message and defeat Trump & the GOP up and down the ballot? We don’t have much time left, so right now is the best time to donate.",623
294,"𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆 𝐍𝐄𝐖𝐒: Trump nominated Amy Coney Barrett to the Supreme Court, and Mitch McConnell is planning to force a vote to confirm her before Election Day.

Moving forward with this nomination would be the greatest threat to the ACA and Roe v. Wade in our lifetimes, so we urgently need 1,311 more people to take action before midnight. Sign the petition to demand that the Senate wait to confirm a new Supreme Court justice!",623
295,Joe Biden believes every American should have equal opportunities to thrive.,621
296,"This is what has me worried. I don’t want people to think that because we are leading in this new NBC poll that means they don’t need to donate or volunteer or vote. Look at what happened in 2016:

📊 OCT. 2016 NBC POLL: Clinton 52, Trump 38 (+14)
📊 OCT. 2020 NBC POLL: Biden 53, Trump 39 (+14)

Our online fundraising has slowed down since the end of September. Can you help us speed back up in the final days before Election Day? Every dollar helps us turn out more voters in the only poll that matters, the general election. Your donations help us defeat Donald Trump and elect Democrats up and down the ballot.",620
297,I saw Joe Biden’s character up close. He's the leader we need right now.,617
298,"To everyone who has been knocked down, counted out, or left behind: This is your campaign. We will beat Donald Trump and set our nation on a new path, but we can only do it if we do it together. We really need you in this with us – can you join Team Joe today?",614
299,"Your vote has never mattered more than it does right now.

Please go to iwillvote.com to confirm your voter registration and make a plan to vote. And make sure everybody you know does, too.",614
300,"As president, Joe Biden won’t just rebuild our country. He’ll build back better than ever.",614
301,"I give you my word as a Biden: As president, I will always choose hope over fear. Unity over division. Truth over lies. And science over fiction. But I can’t win this election and defeat Donald Trump without you on my side. I need 83 more people to get behind our campaign before midnight, and I hope you'll be one of them.",611
302,"Public works, infrastructure, clean energy jobs, worker protection, and a $15 minimum wage.",610
303,Team Biden-Harris will bring America together.,607
304,Hurricanes are getting worse. Joe Biden trusts science has a plan to fight climate change. It’s time for real leadership.,606
305,Know that you have the power to prevent even more pain by making your voice heard right now.,605
306,"Tax credits for small businesses, tax cuts for the middle class, increased minimum wage — it’s all part of Joe Biden’s economic plan.",605
307,Esta es la elección más importante de nuestras vidas  – y Joe necesita tu ayuda. ¡Presiona abajo para confirmar tu centro de votación ahora para que puedas votar el día de la Elección!,604
308,"We have it within our power to make the decision about what will be the course of our country for the next four years.

Go to iwillvote.com to make your plan to vote early today.",601
309,"""A loyal and humble servant,"" Joe Biden leads because he's lived through the unimaginable.",601
310,Trusted experience. Steady leadership. That's Joe Biden.,600
311,"URGENT SUPPORT NEEDED: Our country cannot take another four years of Trump. But two of our Democratic opponents outraised us last quarter, and our campaign won’t have the resources we need to win the nomination unless we raise $1,027 by midnight tonight.

Defeating Donald Trump in November comes down to getting Joe Biden on the ballot. The only way we’ll make up the difference in this critical final push is with the immediate grassroots support of people like you: Will you rush a donation now to make sure Joe Biden defeats Donald Trump?",599
312,"🚨 𝐇𝐔𝐆𝐄 𝐒𝐇𝐈𝐅𝐓 𝐈𝐍 𝐓𝐇𝐄 𝐏𝐎𝐋𝐋𝐒: 𝐍𝐄𝐄𝐃 𝐘𝐎𝐔𝐑 𝐑𝐄𝐒𝐏𝐎𝐍𝐒𝐄 𝐍𝐎𝐖 🚨

𝐘𝐎𝐔𝐑 𝐎𝐅𝐅𝐈𝐂𝐈𝐀𝐋 𝐒𝐓𝐑𝐀𝐖 𝐏𝐎𝐋𝐋 𝐑𝐄𝐒𝐏𝐎𝐍𝐒𝐄
𝐘𝐎𝐔𝐑 𝐑𝐄𝐒𝐏𝐎𝐍𝐒𝐄: MISSING
𝐏𝐎𝐋𝐋 𝐃𝐄𝐀𝐃𝐋𝐈𝐍𝐄: 11:59 P.M.
𝐀𝐃𝐃𝐈𝐓𝐈𝐎𝐍𝐀𝐋 𝐕𝐎𝐓𝐄𝐒 𝐍𝐄𝐄𝐃𝐄𝐃: 485
𝐓𝐞𝐥𝐥 𝐮𝐬 𝐛𝐞𝐟𝐨𝐫𝐞 𝐦𝐢𝐝𝐧𝐢𝐠𝐡𝐭: Who’s your pick for the Democratic presidential nominee? Bernie Sanders or Joe Biden?",599
313,Learn more about how Biden-Harris would unite the country and build back better.,598
314,"Let's unite for a better, safer America.",596
315,Joe Biden will help America build back better. Here's how.,594
316,"This primary is a choice between two visions for our nation’s future. As president, I’ll continue the work I started with President Obama to make sure every single American has a fair shot to get ahead – and I’ve got the experience to actually get it done. Meanwhile, Bernie Sanders still hasn’t told us how much his democratic socialist vision for America’s future would even cost.

The fact of the matter is that when it comes to building on President Obama’s legacy, Bernie can’t be trusted. But with Super Tuesday coming up fast, he’s outraising our campaign and outspending us in key states. With so much on the line for our country, will you rush a donation right now to make sure we win this primary and get Donald Trump out of the White House in November?",593
317,Vote for a president who knows our government should work for all of us.,590
318,Tired of division and hatred? Choose Biden.,589
319,Joe Biden knows what middle-class families go through. Because he's lived it.,589
320,Join and win this battle for the soul of the nation.,588
321,"Hi folks, it’s Pete Buttigieg here. I’m reaching out to urge you to donate, if you’re able, by clicking below.

Donald Trump recently held a fundraiser where he raised $20 million in a single night. It’s going to take a lot of us coming together to even the playing field. Please chip in what you can to elect Joe and other Democrats down the ballot.",585
322,America can thrive again. Vote Biden for president.,584
323,"If we can harness all of America's energy and talents, we can turn the threat of climate change into an opportunity. Joe Biden will lead us.",584
324,Caring. Safe. Fair. United.,583
325,"Together, Team Biden-Harris will unite America for a better future.",583
326,"Folks, I mean it when I say this is the largest outreach and turnout operation in Democratic campaign history. We are hoping to build a record-breaking turnout for this election, because if we do that it’s not just going to kick Trump out of the White House. We’ll flip the Senate too!

What do you say? Can you help us reach more prospective voters by making a $10 contribution today to add fuel to the largest voter outreach and turnout operation in history?",581
327,"I’ll get right to the point, folks – I need more volunteers here in Florida to reach out to voters. Can you join us? Help win Florida and connect with voters today for our campaign:",581
328,"Our momentum is rising and it’s making Donald Trump and the GOP very nervous. That’s why they’re spending millions to attack me and Democrats nationwide. 

We’re coming up on our end-of-quarter deadline and we need your help to ensure we have the resources to fight back. 

If you’re able, can you chip in today to help us take on Donald Trump and his Republican allies?",581
329,"I’ll be honest: the outcome of this election may very well come down to swing voters who are still undecided. It’s critical that our message reaches as many of these voters as possible in the final days of the election. 

Can you contribute now to help us beat Donald Trump and Republicans up and down the ballot? Even $5 or $10 makes a big difference.",580
330,Unity. Peace. Justice. Biden-Harris.,578
331,"Imagine the future we can build with Donald Trump out of the White House. A future where:

- Health care is a right
- We combat climate change
- We end our gun violence epidemic
- Our government works for everyone – not just the powerful

We can build that future and defeat Donald Trump once and for all – but only if we’re united. I still need 83 more people to get behind our campaign before midnight, and I hope you'll be one of them.",576
332,Unite for a better future.,575
333,A lifelong public servant,574
334,"Enough calls for violence. Enough incendiary tweets. We need real leadership, and we need it now. But we know that Donald Trump won't deliver anything more than Twitter tantrums and self-serving photos that require unleashing tear-gas and rubber bullets on peaceful protestors to get. 

If you want to take a stand against Trump and his violent, hate-fueled agenda, become one of the 1 million Americans we need to say loud and clear: I condemn Donald Trump.",574
335,"Joe Biden will create the union jobs we need to build a modern, sustainable infrastructure now and deliver a clean energy future.",573
336,We can't take any more lies and corruption. We need to restore dignity and honor to the White House. We need Joe Biden.,571
337,"President Obama and Joe Biden led the most successful administration in recent history -- giving millions access to health care, forging the Paris agreement, and bringing the economy back from the brink of a depression. Now, Barack Obama is endorsing Joe for president!

When Joe is elected, he will build on the progress of the Obama-Biden Administration. But Joe can’t do it without your help. Will you join President Obama and chip in to Joe’s campaign?",570
338,It's about justice and peace.,569
339,"BREAKING: President Obama just endorsed Joe Biden for president because he knows better than anyone: Joe has the experience needed to unify our country and build the future this nation deserves.

But Donald Trump and the RNC have already raised over $675 million for their general election war chest to power Trump's reelection, so it's going to take every bit of grassroots power from people like you to get him out of the White House. We need to raise $55,000 before midnight tonight to make sure we have the resources to win this thing – and we're counting on your help. Will you join President Obama by pitching in to send Joe Biden back to the White House?",567
340,We went to the moon. We can lead again on clean energy and leave a habitable planet for our kids with Biden-Harris.,567
341,"Joe Biden has a plan to unify the country, protect public health, and heal the economy.",566
342,Joe Biden made me a better president — and he’s got the character and the experience to make us a better country.,565
343,"YOUR RESPONSE NEEDED: We’re approaching the most important election of our lifetime, and we need to know how Democrats will be turning out this year. Tell us before 11:59 p.m.: How will you vote this year?",565
344,"With our help, Biden will build America back better.",564
345,Kamala Harris will be ready to serve on Day One.,560
346,𝐃𝐄𝐌𝐎𝐂𝐑𝐀𝐓𝐈𝐂 𝐏𝐎𝐋𝐋 𝐂𝐋𝐎𝐒𝐈𝐍𝐆 >> TELL US: Who’s your pick for the Democratic nominee?,560
347,We once had a president who worked hard every day to make life better for Americans. We can have that again—with Joe Biden.,558
348,"Look, we all know what happened in 2016. 

And we can’t let that happen again. I’ll get straight to the point: 

We need more volunteers right here in Wisconsin. Sign up to make calls or send texts today:",557
349,"Folks, this is it. Election Day is just around the corner. In just a few days voters will decide the future of our country. The stakes truly couldn’t be higher. 

That’s why we’re launching our No Regrets Fund. We don’t want to wake up on November 4 wondering if there’s more we could’ve done to win, so will you please chip in whatever you can to help get Joe, Kamala, and Democrats nationwide across the finish line?",557
350,"𝐘𝐎𝐔𝐑 𝐑𝐄𝐒𝐏𝐎𝐍𝐒𝐄 𝐈𝐒 𝐌𝐈𝐒𝐒𝐈𝐍𝐆>> 𝐔𝐑𝐆𝐄𝐍𝐓 𝐃𝐄𝐌𝐎𝐂𝐑𝐀𝐓𝐈𝐂 𝐏𝐎𝐋𝐋
𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭 𝐎𝐛𝐚𝐦𝐚 𝐢𝐬 𝐢𝐧 ✅
𝐇𝐢𝐥𝐥𝐚𝐫𝐲 𝐂𝐥𝐢𝐧𝐭𝐨𝐧 𝐢𝐬 𝐢𝐧 ✅
𝐀𝐫𝐞 𝐲𝐨𝐮? ⏹
𝐓𝐞𝐥𝐥 𝐮𝐬 𝐛𝐞𝐟𝐨𝐫𝐞 𝐦𝐢𝐝𝐧𝐢𝐠𝐡𝐭: 𝐖𝐢𝐥𝐥 𝐲𝐨𝐮 𝐯𝐨𝐭𝐞 𝐟𝐨𝐫 𝐭𝐡𝐞 𝐃𝐞𝐦𝐨𝐜𝐫𝐚𝐭𝐢𝐜 𝐧𝐨𝐦𝐢𝐧𝐞𝐞?",555
351,You know what else is a big f----- deal?,552
352,Joe Biden has a plan to get COVID under control... so you can hug someone who's not your cat.,552
353,"Hi - it’s Elizabeth Warren. I am proud to be supporting Joe Biden in this race against Donald Trump. Joe is a selfless public servant. He’s committed to the fight for social, racial, and economic justice. And he will lead a government that works for the American people.

And now, it’s up to all of us to make Joe Biden the next president of the United States. So let’s get to work. Pitch in today to join me in this fight.",549
354,"United, we can make it brighter.",548
355,"Together, there's nothing we can't do.",545
356,Joe Biden has fought for equal rights and liberties from the beginning—and he'll continue to.,545
357,"If we use our vote, and we use our voice, we will win. 

On November 3rd, we’ll decide the future of our country, together. Go to iwillvote.com/locate to find your polling location.",542
358,Joe is running for President to rebuild our economy in a way that finally brings everyone along.,541
359,"IGNORE THE NATIONAL POLLS. Recent polling has us within the margin of error in these key swing states:

➞ North Carolina
➞ Florida
➞ Arizona 
➞ Pennsylvania
➞ Wisconsin
➞ Ohio
➞ Georgia
➞ Iowa
➞ Texas

That’s a whole lot of states that are too close to call. The outcome on Election Day is no sure thing, and we need every last dollar you can spare during these last couple of weeks. Please chip in anything you can so we can compete in every state and elect Democrats across the country.",539
360,Joe Biden has the trusted experience we need to get through COVID-19 and the recession.,538
361,"We know we’re facing down a long, competitive primary, so I‘m asking you to step up and chip in now. 
 
We're heading into a critical stretch of this race, so if you can help me out now, it'll make a big impact down the road. I know we can win this, but I'm relying on your support to show our strength and help us power this campaign. Can I count on you? Thanks.",538
362,"BERNIE SANDERS RAISED $25 MILLION IN JANUARY: and we got outraised by some of our other opponents last month, so I am asking if you can step up and chip in to help us catch up. 
 
We're heading into a critical stretch in this race, so if you can help me out now, it'll make a big impact down the road. I know we can win this, but I'm relying on your support to show our strength and help us power this campaign. Can I count on you? Thanks.",537
363,"Let's tackle it together by electing an administration that recognizes that we have no time to waste in cutting emissions and creating good, green jobs.",537
364,"Flip a coin twice and get heads both times. Those are roughly the same odds that Donald Trump could win this election, according to Nate Silver’s recent projection. We have to take the threat seriously.

Will you rush a contribution to help us defeat Donald Trump and Republicans nationwide? Every dollar helps since we’re up against the best-funded incumbent in history. The Repulican Party and the Trump campaign have jointly raised more than a BILLION dollars to save their Senate majority and control of the White House.",536
365,"America is in a time of crisis. But we can’t just build back to the way things were before these crises — we have to build back better. 

If you’re ready to elect a president who will fight for working people, protect our environment for the generations to come, and work to heal our deepest divisions, add your name right now.",535
366,"This makes us nervous. The Trump campaign just announced they had their best online fundraising day of all time. Trump and the RNC pulled in $26 million around that last debate — much more than we raised. The last thing we need is to get outraised or outspent in the final moments.

If about 10% of the people reading this post right now decide to give just $25 each, we can catch up. Millions of Americans are on our side — but we need you to join them. If enough of us give what we can right now, we can ensure we win key states, beat Trump, and chalk up wins up and down the ballot. What do you think — can you chip in today?",534
367,"Biden has a plan to build on the Affordable Care Act by giving Americans more choice, reducing health care costs, and making our health care system less complex to navigate.",533
368,"I was sworn into the United States Senate next to a hospital bed. My wife and daughter had been killed in a car crash, and lying in that bed were my two surviving little boys. I can’t imagine what it would have been like if we didn’t have the health care they needed. 

Now, over 40 years later, Donald Trump is trying to rip health care away from millions of Americans – and I won’t stand for it. This fight is personal to me, but I want to know where you stand before midnight tonight. Let me know now: Do you support protecting and building on Obamacare?",532
369,"I’ll get right to the point, folks – I need more volunteers here in Wisconsin to reach out to voters. Can you join us? Help win Wisconsin and connect with voters today for our campaign:",532
370,"As long as they are fighting, he is too.",532
371,"Here’s the deal: this race is incredibly close. As early voting begins, we need our message to reach as many voters as possible in order to defeat Trump and Republicans down the ballot. A key part of that is sending yard signs to supporters across America, but we need the funds to cover our printing and distribution costs. Can you make your best donation to help us blanket the nation in yard signs as Election Day grows near? Whatever you can give right now makes a huge difference in electing Joe, Kamala, and Democrats nationwide.",531
372,"Recent polling shows that this race is still incredibly tight. Time is running out to make sure we have the resources we need to remain competitive in battleground states. We need to double down on our advertising and voter outreach in order to defeat Trump and Republicans, but we can’t do that without more grassroots donors stepping up. 

Can you rush a $10 donation to help push Joe, Kamala, and Democrats up and down the ballot over the finish line in the final weeks before Election Day? Your donation could be the one that makes the difference between victory and defeat.",531
373,"Do you remember what it felt like in 2016, listening to the pundits who didn’t give Trump a chance – and then watching him win on Election Day.

We can’t let it happen again.

The polls are close, and every single vote matters this year. Click below to make a plan to vote early now!",530
374,"National polls tell us very little about where we stand in this race. In the states we’re counting on to carry us to victory — states like Arizona and North Carolina — the race is within the margin of error. 

But let me be clear about something: we have no margin for error in this race. The stakes are too high. So we need you to help us compete in states across the country to defeat Donald Trump and elect Democrats. Can you chip in today?",530
375,Joe Biden has spent his entire career working for American families.,529
376,"URGENT: 

Our budget team is running the numbers and we still need more funds for our voter outreach efforts across key battleground states. With just a few days until Election Day, we cannot let our foot off the gas, so that’s why we’re launching our No Regrets Fund.

Will you chip in whatever you can to power our voter outreach efforts? Every dollar will go directly towards electing Joe, Kamala, and Democrats nationwide.",529
377,"Look, we all know what happened in 2016. 

And we can’t let that happen again. I’ll get straight to the point: 

We need more volunteers right here in Florida. Sign up to make calls or send texts today:",527
378,"Now that Kamala has joined the ticket, we need to know how you plan to vote. We’re surveying millions of Americans, but we haven’t heard from you yet. 

Register your choice: Are you going to vote for Joe and Kamala in November?",523
379,Here's the truth: 780 Retired Military and National Security leaders endorsed Joe because they understand he has the experience and wisdom to navigate America through this crisis and the next one.,522
380,"BREAKING: Bernie Sanders just endorsed Joe Biden to be the next president of the United States. He knows that Americans deserve a leader who will stand up for all of us – who will lead with courage and hope and never stop working to build a better future for our country. And he knows that Joe Biden will be that leader.

Now, we need to come together if we're going to defeat Donald Trump. That's why we're hoping for 1,000 more people to join Bernie and endorse Joe Biden for president before midnight. We really need you standing with us in the fight ahead:",522
381,"I can't thank this grassroots team enough for the support that has powered our campaign from the very beginning. You've helped us build something truly special: a movement that will not only defeat Donald Trump, but restore the soul of this nation. There's no question that our best days still lie ahead, and we can get there as long as we get there together. I know things are tough right now, but it sure would mean a lot if you could chip in whatever you can to help us take this fight to Trump in November:",517
382,"Want to know who Joe is picking as his Vice President? 

Sign your name before midnight tonight, and we'll make sure you're on the exclusive list of people who will be FIRST to hear who Joe picks to be Vice President:",517
383,"In the first debate, Donald Trump cast doubt on the validity of our mail-in ballot system and even encouraged his supporters to take part in voter intimidation. 

He and the GOP will do anything they can to invalidate this election and create apathy among voters. But Election Day is here, and we won’t rest until every vote is counted. We are running the most ambitious voter protection effort in American history.

Will you contribute to our efforts to make sure your voice is heard? Every dollar you give will go to supporting Joe, Kamala, and Democrats across the country in this fight.",514
384,Biden will bring America back together again.,513
385,Vote Biden-Harris,513
386,"Election Day is just a few days away and it’s time to leave it all on the line. Our campaign is working around the clock to make sure we are reaching out to undecided voters across the country and sharing our vision for building back better, but we need your support.

Will you chip in whatever you can to help power our final voter outreach efforts? Every dollar will go directly towards electing Joe, Kamala, and Democrats nationwide. Donate today.",512
387,This team can't lose if we work hard to win together.,512
388,"Look, I know it’s hard to believe, but roughly 100 million eligible voters just didn’t vote in 2016. A huge swath of Americans felt so disaffected by the divisiveness overtaking our politics that they chose to sit out altogether. 

I understand why folks can be cynical about our political process. But the truth is that it’ll only get better if we chose to make it so, and the strongest tool we have is our vote. 

And with the margins still razor-thin in key battleground states just weeks out, we can’t afford to leave gettable votes on the table. We’re investing huge resources into voter outreach in these final days, but we can only reach as many voters as our grassroots donations allow. So, will you chip in whatever you can right now to help us turn out every single voter between now and Election Day?",510
389,There's nothing we can't do when we do it together.,509
390,"BREAKING: Joe Biden just secured a decisive victory in South Carolina, and more than 70 nationwide polls show him defeating Donald Trump in November. It’s more clear than ever: Joe Biden is our best chance at getting Trump out of the White House.

But Super Tuesday is a critical day in determining who will be on the ballot against Trump, and we’re facing down a $1,027 fundraising gap before midnight with next to no time left before these crucial primaries. If we’re going to make sure Joe Biden is the Democratic nominee, we need your urgent support to keep our momentum building in this critical push: Will you rush a donation now to make sure Joe Biden defeats Donald Trump in November?",507
391,He's fought for middle-class families his whole life.,507
392,"Can you keep a secret?! 

Kamala’s birthday is right around the corner and we’re surprising her with a card from Democrats across the country! Add your name now before it’s too late and help make this her best birthday yet.",506
393,Good thing he likes a challenge.,505
394,"With your support, Kamala Harris will be our country’s first woman Vice President. Sign your name if you’re excited to make history in November!",504
395,"As Donald Trump fans the flames of white supremacy, hatred and violence, we need 1 million Americans to take a stand before midnight. Sign your name right now to say loud and clear: I condemn Donald Trump.",504
396,"🎉BIRTHDAY ALERT🎉

We're surprising Kamala Harris with a birthday card from Democrats across the country -- but we’re missing your name! 

Add your name now to help wish our future Vice President a happy birthday.",501
397,"Pennsylvania - in order to defeat Donald Trump YOU have to vote.

We need to register another 5,000 people in Pennsylvania before the deadline. Register to vote today!",500
398,Bring decency and unity back to Washington again.,500
399,Time for trusted leadership.,498
400,"BREAKING: New polls show that Joe has the best shot to beat Trump in November AND help us win in key states! But we got outraised by some of our top Democratic opponents last month, and Bernie Sanders has jumped ahead of Joe in chances to win the nomination.
 
We know Joe Biden is the best chance we have to beat Donald Trump AND bring the Senate along with him.
 
In this critical push, YOUR support will go a long way in restoring the soul of the nation. It’s never mattered more. Every dollar makes a difference, and we’re counting on you to step up: Will you donate now to make sure Joe Biden defeats Donald Trump in November?",498
401,Here's the truth: over 70 former GOP National Security Officials endorsed Joe because they know he has what it takes to reassert America's role as a global leader and live up to our ideals.,497
402,"You will determine the outcome of this election. Vote, vote, vote. 

Make your plan to vote today! Go to iwillvote.com/locate to find your polling location.",497
403,"Big news: Joe announced Sen. Kamala Harris as his running mate! We’re so excited to have a strong leader like Kamala on Team Joe!

Are you excited too? Sign our card to welcome Kamala to the ticket today.",496
404,"I just picked Kamala Harris as my running mate!

I am confident that with her on the ticket and with your help, we’ll take back the White House and elect Democrats nationwide. Can we count on you to join our team?",496
405,"URGENT: We need to buy some last-minute TV and radio ads and expand our efforts to reach undecided voters! Can you rush a donation to help us secure more votes?

Every dollar you donate goes directly to help Joe, Kamala, and Democrats across the country. Chip in today >>",494
406,Joe Biden has seen tough times before. And he's overcome them. We need him as our president.,492
407,"Did you know we can say anything we want in this ad?

Ice cream is bad.
The sky is green.
2+2=5!

These lies are harmless, but the lies from Donald Trump and his Republican allies aren’t – and they're posing a serious threat to our democracy. But Facebook has decided that politicians can say anything in content and ads, even if it’s already been proven false elsewhere.

No one should be able to spread dangerous lies to millions of voters – especially not the president. That's why we need 203 more folks across the country to sign our petition before midnight demanding Facebook change its policies, but your signature is still missing. Will you sign your name right now?",492
408,"The Trump Administration has failed worse than any other administration in the history of our country. It’s time to vote them out.

Please, take just a minute to request your ballot right now so you can vote from home this year.",492
409,"Our average donation online: $32
Donald Trump’s average donation online: $44

For every two Trump donations, we need about three just to stay even. That means we’ll need a lot more people to give now and in the coming months to help win back the White House and elect Democrats nationwide. Can you chip in a little bit to help us crush this month’s goal?",492
410,"Can you help? 📺🎙 Our most recent internal reports indicate that we need to place some last-minute ad buys and expand our outreach efforts to improve our numbers in key battleground states.

We have always been funded by the grassroots — and we need your help in these last moments before it’s too late. Will you make a donation to help Joe, Kamala, and Democrats down the ballot get their message across before Election Day?",492
411,Let's elect this winning team to get America back on track again.,491
412,We need a leader up for the job.,490
413,Joe Biden's plan increases Social Security benefits so seniors can retire with dignity.,490
414,You can vote early in person TODAY! Don’t wait another day to cast your ballot for Joe Biden – find out where to vote now.,490
415,"Flip a coin twice and get heads both times. Those are roughly the same odds that Donald Trump could win this election, according to Nate Silver’s recent projections. We have to take the threat seriously.

Based on Silver’s projections, we are roughly tied in three key states:
- Ohio: Biden 49.6, Trump 49.4
- Georgia: Trump 50.6, Biden 48.5
- Iowa: Trump 50.5, Biden 48.1

This moment demands we leave everything on the field. Will you rush a contribution to help us defeat Donald Trump and Republicans nationwide? Every dollar helps since we’re up against the best-funded incumbent in history.",489
416,"Don’t wait until November – voting early is easy and convenient!

Every single vote matters, so don’t delay – visit iwillvote.com to find your early voting location and make your plan to vote early today!",488
417,"𝐎𝐅𝐅𝐈𝐂𝐈𝐀𝐋 𝐃𝐄𝐌𝐎𝐂𝐑𝐀𝐓𝐈𝐂 𝐒𝐓𝐑𝐀𝐖 𝐏𝐎𝐋𝐋: Democrats are unifying around Joe Biden, and Nate Silver reports that Bernie Sanders has almost no chance of winning the Democratic nomination – but Sanders just announced that he's staying in the race. We need 262 Democrats to tell us before midnight: Who’s your pick?",488
418,"Together, we'll defeat Trump and build America back better.",488
419,"BIG NEWS: I’ve announced Sen. Kamala Harris as my running mate.

I’m excited to share this with you and, more importantly, to have your support. Sign your name to say you’re voting for me, Kamala and Democrats up and down the ballot in November.",486
420,"Hey, Utah: Are you voting for Joe and Kamala?

With less than 75 days until Election Day, we need to make sure our vote share numbers are strong in every region. The easiest, fastest thing you can do right now to help Joe is pledge your vote. Click below to help our team get an accurate count of Joe voters in your area.",485
421,Joe Biden can bring the USA together again.,482
422,"We’re asking for $5. Here’s why:

We’re building a massive grassroots movement that is funded by donations from everyday people like you – and if we’re going to take on the $740 million that Trump and the RNC have raised, it’s critical we hit every fundraising goal.

We know what we need to defeat Trump and the GOP, but we need your help to get there. Please, we’re counting on you to give right now to help us make up the difference so we can defeat Trump and the GOP this November.",482
423,"As President, Joe Biden will create millions of new manufacturing and innovation jobs throughout all of America.",482
424,You can early vote TODAY! Don’t wait another day to cast your vote for Joe Biden – find out where to vote now.,482
